GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,1042200121,372,204330,Isabelle Harrison,1611661321,Dallas Wings,3,1,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,-10,1,1,20220818,CON,DAL,2022-23
Shot Chart Detail,1042200121,412,204330,Isabelle Harrison,1611661321,Dallas Wings,4,9,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-7,1,1,20220818,CON,DAL,2022-23
Shot Chart Detail,1042200121,425,204330,Isabelle Harrison,1611661321,Dallas Wings,4,8,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,5,1,1,20220818,CON,DAL,2022-23
Shot Chart Detail,1042200121,515,204330,Isabelle Harrison,1611661321,Dallas Wings,4,1,53,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,30,48,1,0,20220818,CON,DAL,2022-23
Shot Chart Detail,1042200121,530,204330,Isabelle Harrison,1611661321,Dallas Wings,4,0,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-105,184,1,0,20220818,CON,DAL,2022-23
Shot Chart Detail,1042200122,33,204330,Isabelle Harrison,1611661321,Dallas Wings,1,9,42,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,27,86,1,0,20220821,CON,DAL,2022-23
Shot Chart Detail,1042200122,40,204330,Isabelle Harrison,1611661321,Dallas Wings,1,6,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,84,153,1,1,20220821,CON,DAL,2022-23
Shot Chart Detail,1042200122,195,204330,Isabelle Harrison,1611661321,Dallas Wings,2,3,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,127,178,1,0,20220821,CON,DAL,2022-23
Shot Chart Detail,1042200122,219,204330,Isabelle Harrison,1611661321,Dallas Wings,2,0,37,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,12,51,1,0,20220821,CON,DAL,2022-23
Shot Chart Detail,1042200122,265,204330,Isabelle Harrison,1611661321,Dallas Wings,3,6,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-6,1,1,20220821,CON,DAL,2022-23
Shot Chart Detail,1042200122,269,204330,Isabelle Harrison,1611661321,Dallas Wings,3,5,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-144,-16,1,1,20220821,CON,DAL,2022-23
Shot Chart Detail,1042200123,29,204330,Isabelle Harrison,1611661321,Dallas Wings,1,7,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-111,54,1,0,20220824,DAL,CON,2022-23
Shot Chart Detail,1042200123,43,204330,Isabelle Harrison,1611661321,Dallas Wings,1,5,44,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,29,1,1,20220824,DAL,CON,2022-23
