GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,21,1,0.048,2006-07
League Averages,Above the Break 3,Center(C),24+ ft.,131,21,0.16,2006-07
League Averages,Above the Break 3,Center(C),16-24 ft.,857,287,0.335,2006-07
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,247,71,0.287,2006-07
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,1488,518,0.348,2006-07
League Averages,Above the Break 3,Left Side(L),16-24 ft.,798,256,0.321,2006-07
League Averages,Above the Break 3,Left Side(L),24+ ft.,109,35,0.321,2006-07
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,305,83,0.272,2006-07
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,1374,503,0.366,2006-07
League Averages,Above the Break 3,Right Side(R),16-24 ft.,582,208,0.357,2006-07
League Averages,Above the Break 3,Right Side(R),24+ ft.,94,26,0.277,2006-07
League Averages,Backcourt,Back Court(BC),Back Court Shot,36,0,0.0,2006-07
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,1214,457,0.376,2006-07
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3026,1109,0.366,2006-07
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,354,143,0.404,2006-07
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,365,118,0.323,2006-07
League Averages,Left Corner 3,Left Side(L),24+ ft.,311,91,0.293,2006-07
League Averages,Left Corner 3,Left Side(L),16-24 ft.,293,108,0.369,2006-07
League Averages,Mid-Range,Center(C),8-16 ft.,553,224,0.405,2006-07
League Averages,Mid-Range,Center(C),16-24 ft.,576,223,0.387,2006-07
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,693,245,0.354,2006-07
League Averages,Mid-Range,Left Side(L),16-24 ft.,677,282,0.417,2006-07
League Averages,Mid-Range,Left Side(L),8-16 ft.,2571,943,0.367,2006-07
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,799,302,0.378,2006-07
League Averages,Mid-Range,Right Side(R),8-16 ft.,2304,791,0.343,2006-07
League Averages,Mid-Range,Right Side(R),16-24 ft.,543,214,0.394,2006-07
League Averages,Restricted Area,Center(C),Less Than 8 ft.,9717,5537,0.57,2006-07
League Averages,Right Corner 3,Right Side(R),16-24 ft.,182,76,0.418,2006-07
League Averages,Right Corner 3,Right Side(R),24+ ft.,323,108,0.334,2006-07
